product_title,product_page_url,full_price,product_description,brand,category,competence_date,image_url
Easy Street Women's Meghan Slingback Heeled Sandals - Macy's,https://www.macys.com/shop/product/easy-street-womens-meghan-slingback-heeled-sandals?ID=20275709,$65.00,Step into effortless style with Meghan by Easy Street. The on trend slingback heeled sandals are designed for those who seek both comfort and style. Enhance your wardrobe with versatile footwear that makes sure you will look good and feel great.,Easy Street,"Women's Clothing, Shoes & Accessories, Sandals",2024-12-21 22:34:02.560232,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/30671479_fpx.tif?$filterlrg$&wid=327
Jordan Men's Purple Charlotte Hornets Courtside Statement Edition Pullover Hoodie - Macy's,https://www.macys.com/shop/product/jordan-mens-purple-charlotte-hornets-courtside-statement-edition-pullover-hoodie?ID=20572147,$109.99,"Rep your Charlotte Hornets fandom in style with this Jordan Courtside Statement Edition Pullover Hoodie. This heavyweight hoodie is designed with a fleece lining to keep you warm and comfortable during those chilly game days. Featuring a sewn-on brand tag at the center chest, team name and established graphic printed at the center chest, and team logo printed across the back shoulders, this hoodie lets you represent the Charlotte Hornets in style.",Jordan,Sports Fan Shop,2024-12-21 22:34:06.696334,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/31002626_fpx.tif?$filterlrg$&wid=327
"Vitauthority Phytoceramides Skin Hydration Support Capsules, Anti Aging Supplement for Women with Hyaluronic Acid and Phytoceramides, Vitauthority, 60ct - Macy's",https://www.macys.com/shop/product/vitauthority-phytoceramides-skin-hydration-support-capsules-anti-aging-supplement-for-women-with-hyaluronic-acid-phytoceramides-vitauthority-60ct?ID=19848769,$34.99,We proudly use patented Ceratiq and hyaluronic acid in our phyto-ceramide capsules for clearer and faster results than competitor anti aging supplements for women. Ceramides are the naturally occurring essential molecules which keep our skin youthful and hydrated which when diminished can lead to wrinkles and dry itchy skin.,Vitauthority,"Health & Wellness, Vitamins & Supplements",2024-12-21 22:34:18.515167,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/30045793_fpx.tif?$filterlrg$&wid=327
"Vild House of Little Baby Vild Lab No.8 - Rare Living Lobsters, Organic Cotton Bodysuit with Shorts - Macy's",https://www.macys.com/shop/product/vild-house-of-little-baby-vild-lab-no.8-rare-living-lobsters-organic-cotton-bodysuit-with-shorts?ID=19377009,$52.00,"This bodysuit with shorts is designed with the limited edition Vild Lab No.8 - Rare Living Lobsters print. The bodysuit with shorts is created to allow for a stylish, relaxed look and is made from GOTS Certified organic cotton fabric of the highest quality, that is incredibly soft on the skin. T.",Vild House of Little,"Kids, Suits & Suit Sets",2024-12-21 22:34:22.643337,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/29418300_fpx.tif?$filterlrg$&wid=327
"Hudson Baby Baby Girls Cotton Dresses, Sunflower - Macy's",https://www.macys.com/shop/product/hudson-baby-baby-girls-cotton-dresses-sunflower?ID=16626004,$26.99,"Hudson Baby cotton dresses are the perfect outfit for your little girl. Featuring adorable prints and stripes, our dresses are great outfits for special occasions because they are fashionable and comfortable for baby to wear.",Hudson Baby,"Kids, Dresses",2024-12-21 22:34:26.288176,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/25326470_fpx.tif?$filterlrg$&wid=327
Koolaburra By UGG® Women's Koola Short Boots - Macy's,https://www.macys.com/shop/product/koolaburra-by-ugg-womens-koola-short-boots?ID=6722592,,Koolaburra By UGG® blends real sheepskin and plush faux fur in the Koola short booties for a comfy cozy go-to with a variety of looks.,Koolaburra By UGG,"Women's Clothing, Shoes & Accessories, Boots",2024-12-21 22:34:37.579000,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/10230283_fpx.tif?$filterlrg$&wid=327
New Era Men's Khaki/Black New York Yankees 2024 Fourth of July 59FIFTY Fitted Hat - Macy's,https://www.macys.com/shop/product/new-era-mens-khaki-black-new-york-yankees-2024-fourth-of-july-59fifty-fitted-hat?ID=18798169,$45.99,"Baseball and the Fourth of July are a classic American duo. Celebrate Independence Day while supporting your team with this New York Yankees 2024 Fourth of July 59FIFTY Fitted Hat from New Era. Whether you're at the ballpark or the barbeque, the patriotic New York Yankees graphics will be a hit wherever you go.",New Era,Sports Fan Shop,2024-12-21 22:34:41.279145,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/28933131_fpx.tif?$filterlrg$&wid=327
Mango Women's Pinstripe Suit Trousers - Macy's,https://www.macys.com/shop/product/mango-womens-pinstripe-suit-trousers?ID=20300299,$89.99,Bring timeless style to your wardrobe with the Pinstripe Suit Trousers from Mango.,MANGO,"Women's Clothing, Shoes & Accessories, Pants",2024-12-21 22:35:08.682182,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/31025824_fpx.tif?$filterlrg$&wid=327
True Religion Women's Crystal Horseshoe V Neck T-shirt - Macy's,https://www.macys.com/shop/product/true-religion-womens-crystal-horseshoe-v-neck-t-shirt?ID=20104214,$59.00,This women's T-shirt is slim fit. Finished with a crystal horseshoe detail at the chest and logo across the back.,True Religion,"Women's Clothing, Shoes & Accessories, Tops",2024-12-21 22:35:12.910282,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/30799319_fpx.tif?$filterlrg$&wid=327
"Coach Women's Sunglasses, HC8132 - Macy's",https://www.macys.com/shop/product/coach-womens-sunglasses-hc8132?ID=12386588,Now$101.00(50% off),"Coach Eyewear is a quality lifestyle accessory offering classic American design and functionality. The Coach Eyewear Collection consists of modern designs with trend-right frames and lens colors developed to match every face tone. Lenses are made from the highest-quality materials, provide 100% UV protection, and are optically correct and distortion free. A Coach signature grommet is at the end of each frame's temple tip. Each Coach sunglass style features a logo treatment based on one of four primary logo collections.",COACH,"Women's Clothing, Shoes & Accessories, Sunglasses",2024-12-21 22:35:24.349089,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/21443127_fpx.tif?$filterlrg$&wid=327
DKNY Petite Pintuck Flare-Leg Pants   - Macy's,https://www.macys.com/shop/product/dkny-petite-pintuck-flare-leg-pants?ID=20301292,$99.00,"These petite flare-leg pants from DKNY make a bold statement in a vibrant acid yellow color. The pintuck detailing adds texture and sophistication, while the flare-leg silhouette flatters the figure, providing a stylish balance between sophistication and playfulness. Perfect for dressing up or down, these pants are a fun addition to any wardrobe.",DKNY,"Women's Clothing, Shoes & Accessories, Business Casual & Work Clothes",2024-12-21 22:35:51.063450,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/30677418_fpx.tif?$filterlrg$&wid=327
Jofran Eastern Tides Coastal Wire-Brushed Acacia Backless Counter Barstool (Set of 2) - Macy's,https://www.macys.com/shop/product/jofran-eastern-tides-coastal-wire-brushed-acacia-backless-counter-barstool-set-of-2?ID=20584366,$132.99,"Classic American design with a modern style, the Eastern Tides collection invites a casual feel to your kitchen or dining room with a blended wire brush finish that everyone will love. This set of two Backless Counter Height Stools will make the perfect addition to your daily life and has a natural look that matches a wide range of decor.",Jofran,Furniture,2024-12-21 22:35:55.059178,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/31007904_fpx.tif?$filterlrg$&wid=327
"Le Suit Women's Tweed Skirt Suit, Regular & Petite Sizes - Macy's",https://www.macys.com/shop/product/le-suit-womens-tweed-skirt-suit-regular-petite-sizes?ID=18764158,$159.99,Lend timeless appeal to your work wardrobe with this tweed skirt suit from Le Suit.,Le Suit,"Women's Clothing, Shoes & Accessories, Business Casual & Work",2024-12-21 22:36:06.459367,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/28495073_fpx.tif?$filterlrg$&wid=327
Joesph A Plus Size Colorblock Turtleneck Poncho Sweater - Macy's,https://www.macys.com/shop/product/joesph-a-plus-size-colorblock-turtleneck-poncho-sweater?ID=20217345,$88.00,"Joseph A. Plus Size Women's Long Sleeve turtleneck poncho with ribbed detailing on sleeves. Ideal for casual outings, work-from-home days, or weekend relaxation, this sweater combines comfort with a modern, minimalist aesthetic.",Joseph A,"Women's Clothing, Shoes & Accessories, Sweaters",2024-12-21 22:36:35.090903,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/30511504_fpx.tif?$filterlrg$&wid=327
Fanatics Men's Black New York Jets Tonal Raglan Quarter-Zip Top - Macy's,https://www.macys.com/shop/product/fanatics-mens-black-new-york-jets-tonal-raglanquarter-zip-top?ID=20247270,$59.99(25% off),"Represent your New York Jets fandom in style with this Tonal Raglan Quarter-Zip Top from the Fanatics. It features raglan sleeves for a comfortable and flexible fit. The lightweight polyester fabric is perfect for mild weather, while the embroidered team logo and patch let everyone know you're a true New York Jets fan.",Fanatics,Sports Fan Shop,2024-12-21 22:36:47.580835,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30556525_fpx.tif?$filterlrg$&wid=327
GAURI KOHLI Infinia Lazy Susan - Macy's,https://www.macys.com/shop/product/gauri-kohli-infinia-lazy-susan?ID=16324952,$111.93(30% off),"The Infinia Marble Lazy Susan showcases the serene beauty of sustainably sourced white marble, featuring exquisite veining and elegant brass inlays that enhance its polished surface and gentle contours, creating an inviting centerpiece. Handcrafted in India, this round piece represents the dedication and skill of artisans who spend days perfecting each detail to ensure a flawless finish.  Perfect for sharing culinary delights or displaying treasured decor, this Lazy Susan elevates your home with its timeless elegance. Embrace the rarity of this handcrafted masterpiece and transform your space into a haven of sophistication and style.",GAURI KOHLI,"Dining & Entertaining, All Serveware",2024-12-21 22:36:51.961437,https://slimages.macysassets.com/is/image/MCY/products/9/optimized/24800339_fpx.tif?$filterlrg$&wid=327
1.STATE Women's Off-The-Shoulder Top - Macy's,https://www.macys.com/shop/product/1.state-womens-off-the-shoulder-top?ID=20397753,$59.00,"Show off a hint of skin in this off-the-shoulder top from 1.STATE. ABOUT THE BRAND: 1.State is known for luxurious textiles, interesting prints, sophisticated colors, and ultra-flattering fits.",1.STATE,"Women's Clothing, Shoes & Accessories, Tops",2024-12-21 22:37:11.255951,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30809155_fpx.tif?$filterlrg$&wid=327
Dragon Ball Z Men's Knitted Winter beanie Hat - Macy's,https://www.macys.com/shop/product/dragon-ball-z-mens-knitted-winter-beanie-hat?ID=18626130,,"By itself, it may not be able to do anything, but on this Dragon Ball Z Hat it has the ability to make you look stylish and powerful! The Dragon Ball Z Winter Hat is a knit hat in all black with a bright, bold design of a four star dragon ball on the front of the cuff.",Dragon Ball Z,Men's Clothing & Accessories,2024-12-21 22:37:23.028079,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/28214252_fpx.tif?$filterlrg$&wid=327
Polo Ralph Lauren Big Boys Striped Cotton Quarter-Zip Sweater - Macy's,https://www.macys.com/shop/product/polo-ralph-lauren-big-boys-striped-cotton-quarter-zip-sweater?ID=19911969,$79.50,This cotton quarter-zip sweater unites our signature cable-knit motif with colorful stripes.,Polo Ralph Lauren,"Kids, Sweaters",2024-12-21 22:37:26.767530,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/31014791_fpx.tif?$filterlrg$&wid=327
Slickblue Weathered Cedar Raised Patio Planter - Spacious and Elegant Outdoor Storage - Macy's,https://www.macys.com/shop/product/slickblue-weathered-cedar-raised-patio-planter-spacious-elegant-outdoor-storage?ID=20606047,$613.99,Welcome spring with the Large Raised Patio Planter Weathered Cedar with Drainage Hole. This raised patio planter is built at a convenient height to prevent kneeling on the ground. It has a weatherproof lattice bottom and drainage holes. It s the perfect size to place under a window or to divide your outdoor spaces.,Slickblue,"Lawn & Garden, All Lawn & Garden",2024-12-21 22:37:52.656153,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/31050442_fpx.tif?$filterlrg$&wid=327
Winnie the Pooh Baby Girls Disney Princess Minnie Mouse Rapunzel Eeyore Piglet Fleece Sweatshirt and Pants Set - Macy's,https://www.macys.com/shop/product/winnie-the-pooh-baby-girls-disney-princess-minnie-mouse-rapunzel-eeyore-piglet-fleece-sweatshirt-pants-set?ID=19334234,$54.58,Get ready for a day filled with Disney magic in this cute and stylish Disney outfit! This soft fleece sweatshirt and comfy matching pants features vibrant Disney artwork your little girl will love to wear! Watch your child go on adventures with favorite characters like Minnie Mouse and Daisy Duck M,Winnie the Pooh,"Kids, Sets & Outfits",2024-12-21 22:38:03.647983,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/29326665_fpx.tif?$filterlrg$&wid=327
Nintendo Switch Lite: Hyrule Edition with Bonus Switch Online + Expansion Pack - Multi - Macy's,https://www.macys.com/shop/product/nintendo-switch-lite-hyrule-edition-with-bonus-switch-online-expansion-pack-multi?ID=19831352,$269.00,"Nintendo Switch Lite: Hyrule Edition with Bonus Nintendo Switch Online + Expansion Pack. The Nintendo Switch Lite: Hyrule Edition with Bonus Nintendo Switch Online + Expansion Pack features a stunning gold-colored design inspired by the Legend of Zelda game series, with the iconic Hylian Crest proudly displayed on the back.",Nintendo,"Electronics, Video Games & Consoles",2024-12-21 22:38:07.487387,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30016770_fpx.tif?$filterlrg$&wid=327
"Style & Co Women's High-Rise Wide-Leg Twill Pants, Created for Macy's - Macy's",https://www.macys.com/shop/product/style-co-womens-high-rise-wide-leg-twill-pants-created-for-macys?ID=19441240,Now$16.63(72% off),"Slant pockets and hidden slimming panels create a sleek, smooth effect on Style & Co®'s jeans. The wide-leg silhouette gives them an on-trend touch, too.",Style & Co,"Women's Clothing, Shoes & Accessories, Jeans",2024-12-21 22:38:18.867229,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/27024825_fpx.tif?$filterlrg$&wid=327
"GOUUN 5-Piece Patio Furniture Set with Loveseat, Ottomans, and Storage Table for Outdoor Spaces - Macy's",https://www.macys.com/shop/product/gouun-5-piece-patio-furniture-set-with-loveseat-ottomans-storage-table-for-outdoor-spaces?ID=20377975,$313.99(55% off),"Upgrade your outdoor experience with this versatile 5-piece patio furniture set, designed for comfort, functionality, and style. Featuring a hidden storage compartment in the table, this set allows you to keep outdoor essentials within reach, with buffer gas rods for secure and smooth access. The sectional sofa set, complete with plush cushions and pillows, provides ultimate relaxation, while the zippered cushion covers make cleaning and maintenance effortless. The multifunctional ottomans can be used as footrests, additional seating, or table space, enhancing the versatility of your setup. Constructed from premium PE rattan and solid acacia wood, this set is built to last and includes adjustable foot pads for stability on uneven surfaces. With flexible layout options, this set includes two armchairs, two ottomans, and a storage table, making it an adaptable and elegant addition to any garden, patio, or poolside setting.",GOUUN,All Outdoor & Patio,2024-12-21 22:38:22.430523,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/30769061_fpx.tif?$filterlrg$&wid=327
White Mark Women's Velour Tracksuit Loungewear 2pc Set - Macy's,https://www.macys.com/shop/product/white-mark-womens-velour-tracksuit-loungewear-2pc-set?ID=19538874,$41.30,"An all-time favorite in the softest velour with famous fitted style. Perfect for exercise, gym, workout, jogging, indoor or outdoor sports, daily wear.",White Mark,"Women's Clothing, Shoes & Accessories, Pajamas & Robes",2024-12-21 22:38:48.753556,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/18043085_fpx.tif?$filterlrg$&wid=327
CITY CHIC Plus Size Cornwall Trench Coat - Macy's,https://www.macys.com/shop/product/city-chic-plus-size-cornwall-trench-coat?ID=20584105,$199.00,"Enhance your fashion ensemble with the Cornwall Trench Coat, ideally curve fitted for ultimate comfort. Its button-front closure, full-length sleeves, handy side pockets, and luxurious texture provide timeless elegance and style for your wardrobe as seasons change.",CITY CHIC,"Women's Clothing, Shoes & Accessories, Coats & Jackets",2024-12-21 22:38:54.233075,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/31007273_fpx.tif?$filterlrg$&wid=327
UNOde50 Sterling Silver Murano Crystal Leather Bracelet  - Macy's,https://www.macys.com/shop/product/unode50-sterling-silver-murano-crystal-leather-bracelet?ID=11856347,$105.00,"Bracelet with brown leather base and button clasp, covered with silver-plated metal lentils and blue Swarovski crystals",UNOde50,"Women's Clothing, Shoes & Accessories",2024-12-21 22:38:58.085918,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/30327144_fpx.tif?$filterlrg$&wid=327
"Touched by Nature Baby Girls Baby Organic Cotton Dress and Cardigan 2pc Set, Bright Butterflies - Macy's",https://www.macys.com/shop/product/touched-by-nature-baby-girls-baby-organic-cotton-dress-cardigan-2pc-set-bright-butterflies?ID=17697757,$19.99,Touched by Nature dress and cardigan set is the cutest year-around outfit for your little girl. Both dress and cardigan are made from super soft 100% organic cotton.,Touched by Nature,"Kids, Dresses",2024-12-21 22:39:01.528892,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/15673440_fpx.tif?$filterlrg$&wid=327
Hudson Baby Boys Holiday Cotton Coveralls - Macy's,https://www.macys.com/shop/product/hudson-baby-boys-holiday-cotton-coveralls?ID=10584219,$21.99,"Hudson Baby union suits and coverall are an essential part of baby's wardrobe. Our 1-piece snap-up cotton union suit/coverall is great for playtime, tummy time and everyday wear. Our union suits and coveralls are comfortable and cozy for all-day, everyday wear for your little one.",Hudson Baby,"Shop All Baby, Baby Clothing (0-24 months)",2024-12-21 22:39:05.791727,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/16788351_fpx.tif?$filterlrg$&wid=327
Dockers Men's Performance Socks - 3 and 6 -Pairs Athletic and Dress Crew Socks - Macy's,https://www.macys.com/shop/product/dockers-mens-performance-socks-3-6-pairs-athletic-dress-crew-socks?ID=18084561,$28.00,"These crew socks provide excellent comfort and support, as well as increased comfort during prolonged wear, reinforced heels and toes for increased durability, and breathable properties. They are perfect for a range of activities, from formal events to workouts, because the blend of fabrics guarantees breathability and a snug fit.",Dockers,"Men's Clothing & Accessories, Underwear & Socks",2024-12-21 22:39:10.051248,https://slimages.macysassets.com/is/image/MCY/products/7/optimized/27435607_fpx.tif?$filterlrg$&wid=327
Dearfoams Men's Papa Bear Dad Fuzzy Clog Slipper - Macy's,https://www.macys.com/shop/product/dearfoams-mens-papa-bear-dad-fuzzy-clog-slipper?ID=20626967,$28.00,"As cute as they are cozy, these matching family slippers are a must for comfy nights in! Slip-resistant outsoles offer an extra touch of traction, while the unique designs of these machine washable slippers make quick refreshes a breeze.  SLIDE-ON DESIGN: Men s Dearfoams Papa Bear Clog Slippers are charming, cozy, comfortable, and sure to put a smile on your face. These everyday slippers are perfect to slide on when you are looking for some extra comfort for your well-deserving feet.  MEMORY FOAM INSOLE: Each slipper is fitted with a multi-density cushioned insole and topped with memory foam for a cloud-like feeling on your feet.  RUBBER OUTSOLE: With an indoor/outdoor outsole, the bottom of these clog slippers features molded thermoplastic rubber for added durability and constant support no matter where the day takes you.",Dearfoams,Men's Clothing & Accessories,2024-12-21 22:39:21.551586,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/31056295_fpx.tif?$filterlrg$&wid=327
HFX Women's Heavyweight Box Quilted Winter Puffer Parka Jacket - Macy's,https://www.macys.com/shop/product/hfx-womens-heavyweight-box-quilted-winter-puffer-parka-jacket?ID=19217659,$160.00,"This quilted jacket is a must have. Fashioned with a stretchy blend, a button off faux fur trimmed hood, and a zippered chest pocket. Detach faux fur before washing.",HFX,"Women's Clothing, Shoes & Accessories, Coats & Jackets",2024-12-21 22:39:34.106714,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/29494065_fpx.tif?$filterlrg$&wid=327
"Hudson Baby Infant Girl Changing Pad Cover, Rose, One Size - Macy's",https://www.macys.com/shop/product/hudson-baby-infant-girl-changing-pad-cover-rose-one-size?ID=19161731,$18.99,"Hudson Baby cotton fitted changing pad cover is the perfect nursery accessory. Our changing pad covers are made with super soft, 100% cotton which is soft and gentle on babies skin. They are durable enough for wash after wash yet soft enough on baby's skin. Fitted elastic around the edges ensures our changing pad cover will stay on. Adorable prints and designs to fit any nursery decor. This cover is standard size to fit most changing pads.",Hudson Baby,"Bed & Bath, Bed Sheets & Pillowcases",2024-12-21 22:39:37.821927,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/29096618_fpx.tif?$filterlrg$&wid=327
Hope & Henry Girls' Quilted Puff Sleeve Dress - Macy's,https://www.macys.com/shop/product/hope-henry-girls-quilted-puff-sleeve-dress?ID=19333269,$42.95,"It's all about a dramatic silhouette and soft, subtle texture in our gorgeous quilted organic cotton blend knit dress. Features puff sleeves and a twirly skirt that is easy and comfortable for your girl to wear, while the gold button keyhole closure at the back neck adds a hint of sophistication.",Hope & Henry,"Kids, Dresses",2024-12-21 22:39:43.325994,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/29322482_fpx.tif?$filterlrg$&wid=327
"FC Design ""2-PC Gift Set"" 5.25""W Owl Family of 3 Figurine Statue Ornament Home Room Office Decor and Perfect Gift Ideas for Housewarming, Holidays and Birthdays - Macy's",https://www.macys.com/shop/product/fc-design-2-pc-gift-set-5.25w-owl-family-of-3-figurine-statue-ornament-home-room-office-decor-perfect-gift-ideas-for-housewarming-holidays-birthdays?ID=20580901,$51.38,"Look at this gorgeous 2-piece figurine set! This stunning duo will make an eye-catching addition to your display shelves, desktops, or office decor. Each piece is designed to complement the other, creating a harmonious and visually appealing combination. It's a perfect gift for figurine lovers or anyone who appreciates fine craftsmanship and unique decor.",FC Design,"Home Decor, Decorative Sculptures, Statues & Figurines",2024-12-21 22:39:47.777428,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/31000641_fpx.tif?$filterlrg$&wid=327
b.tempt'd by Wacoal Women's Future Foundation Contour Bra 953281 - Macy's,https://www.macys.com/shop/product/b.temptd-by-wacoal-womens-future-foundation-contour-bra-953281?ID=8434757,$46.00,"A go-to addition to your favorite looks, the Future Foundation bra by b.tempt'd smooth and shape with ultra-comfortable contouring and soft versatility.",b.tempt'd,"Women's Clothing, Shoes & Accessories, Bras",2024-12-21 22:39:55.466303,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/29720681_fpx.tif?$filterlrg$&wid=327
"I.N.C. International Concepts Plus Size Bengaline Skinny Pants, Created for Macy's - Macy's",https://www.macys.com/shop/product/i.n.c.-international-concepts-plus-size-bengaline-skinny-pants-created-for-macys?ID=19133842,$41.70(40% off),Put together endless outfits starting with these plus size skinny pants from I.N.C. International Concepts® designed with a classic mid-rise silhouette.,I.N.C. International Concepts,"Women's Clothing, Shoes & Accessories, Pants",2024-12-21 22:40:01.294414,https://slimages.macysassets.com/is/image/MCY/products/4/optimized/27084844_fpx.tif?$filterlrg$&wid=327
"Alfani Men's Alfatech Quarter-Zip Sweatshirt, Exclusively at Macy's - Macy's",https://www.macys.com/shop/product/alfani-mens-alfatech-quarter-zip-sweatshirt-exclusively-at-macys?ID=18008687,$85.00,"When the day calls for a layer that's equal parts toasty and confident, look no further than this signature quarter-zip sweatshirt from Alfani®.",Alfani,"Men's Clothing & Accessories, Hoodies & Sweatshirts",2024-12-21 22:40:12.762064,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/30487322_fpx.tif?$filterlrg$&wid=327
Under Armour Men's Rival Fleece Drawstring Pants  - Macy's,https://www.macys.com/shop/product/under-armour-mens-rival-fleece-drawstring-pants?ID=16533802,$41.25(25% off),"Under Armour's Rival fleece pants help keep you warmed up and ready for pretty much everything you do—they're light, comfy, and super-soft on the inside.",Under Armour,"Men's Clothing & Accessories, Activewear & Workout Clothes",2024-12-21 22:40:18.061417,https://slimages.macysassets.com/is/image/MCY/products/2/optimized/29352852_fpx.tif?$filterlrg$&wid=327
"Toki Mats Toki Mats, Organic Cotton Padded Play Mat - Macy's",https://www.macys.com/shop/product/toki-mats-toki-mats-organic-cotton-padded-play-mat?ID=20421915,$295.00,"Our play mats are made from natural foam that gives your little one a soft yet firm surface to catch tumbles as they work toward each baby milestone. Made with only the safest materials, they're super easy to clean, thanks to a fully removable cover. Mega Size. Top: Smoky taupe. Bottom: Camel brown.  Consists of a removable fabric cover with two side zipper closures, and two foam inserts. Recommended ages 0+.",Toki Mats,"Shop All Baby, Baby Gear & Essentials",2024-12-21 22:40:25.096836,https://slimages.macysassets.com/is/image/MCY/products/5/optimized/30821405_fpx.tif?$filterlrg$&wid=327
Dash Egg Bite Maker  - Macy's,https://www.macys.com/shop/product/dash-egg-bite-maker?ID=11365296,$21.99,"Prepare flavorful egg bites at home with the Dash Egg Bite Maker Perfect for a healthy, protein-packed lifestyle, simply whisk eggs, add your toppings, and cook — egg bites are ready in as little as 10 minutes. Make four egg bites at once with the Egg Bite Maker's four Silicone Cups.",Dash,"Kitchen & Dining, Small Appliances",2024-12-21 22:40:31.877055,https://slimages.macysassets.com/is/image/MCY/products/1/optimized/17594141_fpx.tif?$filterlrg$&wid=327
CITY CHIC Plus Size Portia Dress - Macy's,https://www.macys.com/shop/product/city-chic-plus-size-portia-dress?ID=20065318,$77.40(40% off),"Elevate your style with the Portia Dress. Feel radiant with its button down front closure and long elasticated sleeves. Complete with a tiered maxi length skirt, this dress is perfect from day to night.",CITY CHIC,"Women's Clothing, Shoes & Accessories, Dresses",2024-12-21 22:40:50.943758,https://slimages.macysassets.com/is/image/MCY/products/0/optimized/30356550_fpx.tif?$filterlrg$&wid=327
"KeaBabies Mini Toddler Pillow and Pillowcase for Crib, 9x13 Small Pillow for Toddler, Kids Travel Pillow - Macy's",https://www.macys.com/shop/product/keababies-mini-toddler-pillow-pillowcase-for-crib-9x13-small-pillow-for-toddler-kids-travel-pillow?ID=16089852,$19.96,"Introducing KeaBabies My Little Dreamy Mini Toddler Pillow 9x13"", the snuggly ultra-small pillow is perfect for toddlers age 2-4, kids, pets and adults. Adds fun to everyday routine with pillowcase in playful prints. Organic cotton kids pillow is soft, breathable and safe on the most delicate skin.",KeaBabies,"Bed & Bath, Bed Pillows",2024-12-21 22:40:54.955014,https://slimages.macysassets.com/is/image/MCY/products/3/optimized/24289263_fpx.tif?$filterlrg$&wid=327
"Hudson Baby Unisex Cotton Bib and Sock Set, Hello World Elephant, One Size - Macy's",https://www.macys.com/shop/product/hudson-baby-unisex-cotton-bib-sock-set-hello-world-elephant-one-size?ID=20573585,$18.99,"Hudson Baby bib and socks set are an adorable accessory set for fashionable matching bibs and socks. Each set features fun, cute bibs and socks made with coordinating fun, stylish prints. Our accessory set is a great baby shower gift.",Hudson Baby,"Kids, Dresses",2024-12-21 22:41:51.085558,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/30995636_fpx.tif?$filterlrg$&wid=327
Rebellious One Juniors' Bonjour France Graphic T-Shirt - Macy's,https://www.macys.com/shop/product/rebellious-one-juniors-bonjour-france-graphic-t-shirt?ID=19794330,$20.00,"Say ""Bonjour"" to this cute graphic T-shirt from Rebellious One featuring French icons everyone knows and loves.",Rebellious One,"Juniors', Tops",2024-12-21 22:42:02.636144,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/30044008_fpx.tif?$filterlrg$&wid=327
OLD TREND Iris Mini Tote Bag - Macy's,https://www.macys.com/shop/product/old-trend-iris-mini-tote-bag?ID=20386600,$245.00,"Elevate your style with the OLD TREND Iris Mini Tote. This chic handbag boasts a zip-opening main compartment with slip pockets and a key holder for organized storage. The detachable, adjustable shoulder strap and metal feet bottom protection add convenience and durability. Lightweight and versatile, it's perfect for a fashionable, on-the-go lifestyle.",OLD TREND,"Handbags, Purses & Accessories",2024-12-21 22:42:06.572879,https://slimages.macysassets.com/is/image/MCY/products/8/optimized/30802188_fpx.tif?$filterlrg$&wid=327
LeisureMod Quincy Leather Bar Stools With Metal Frame Set of 2 - Macy's,https://www.macys.com/shop/product/leisuremod-quincy-leather-bar-stools-with-metal-frame-set-of-2?ID=20583828,$127.46,"Behind every kitchen island or entertainment space, there is a bar stool waiting to be sat on. Furnish your kitchen or bar area in modern style with the Quincy barstool. The sturdy metal frame provides a sturdy base, while the plush seat and footrest ensure maximum comfort. The clean look and the sharp squared shape give this stool an eye-catching appearance, while the neutral color allows it to match well with any decor.",LeisureMod,Furniture,2024-12-21 22:42:10.197165,https://slimages.macysassets.com/is/image/MCY/products/6/optimized/31007126_fpx.tif?$filterlrg$&wid=327
